####################################################################
#                                                                  #
#	lexicon: all lexemes in biblical Hebrew                    #
#                                                                  #
####################################################################
#ident "@(#)lexicon	1.135 21/08/06"
# The spelling of proper names is that of the RSV
"GDJC/"		sp=subs:gn=m:rt=GDC:vc=G.@DIJC:gl=heap
"GDL["		sp=verb:vc=G.@DAL:gl=be strong
"GDL/"		sp=subs:fc=seg:gn=m:vc=G.ODEL:gl=greatness
"GDL=/"		sp=adjv:rt=GDL:vc=G.@D;L:gl=growing
"GDL==/"	sp=subs:fc=ai:vc=G.@DIL:gl=tassel
"GDL===/"	sp=nmpr:sm=pers:gn=m:vc=G.ID.;L:gl=Giddel
"GDLJH/"	sp=nmpr:sm=pers:gn=m:vc=G.\:DAL\:J@H:gl=Gedaliah
"GDLJHW/"	sp=nmpr:sm=pers:gn=m:vc=G.\:DAL\:J@HW.:gl=Gedaliah
"GDLTJ/"	sp=nmpr:sm=pers:gn=m:vc=G.ID.AL\:T.IJ:gl=Giddalti
"GD<["		sp=verb:fc=3g:vc=G.@DA<:gl=cut off
"GD<WN/"	sp=nmpr:sm=pers:gn=m:vc=G.ID\:<OWN:gl=Gideon
"GD<M/"		sp=nmpr:sm=topo:rt=GD<:vc=G.ID\:<OM:gl=Gidom
"GD<NJ/"	sp=nmpr:sm=pers:gn=m:vc=G.ID\:<ONIJ:gl=Gideoni
"GDP["		sp=verb:gl=blaspheme
"GDR["		sp=verb:vc=G.@DAR:gl=heap stones
"GDR/"		sp=subs:fc=ae:gn=m:vc=G.@D;R:gl=wall
"GDR=/"		sp=nmpr:fc=seg:sm=topo:vc=G.EDER:gl=Geder
"GDR==/"	sp=nmpr:sm=topo:vc=G.\:DOR:gl=Gedor
"GDRH/"		sp=subs:rt=GDR:vc=G.\:D;R@H:gl=heap of stones
"GDRH=/"	sp=nmpr:sm=topo:vc=G.\:D;R@H:gl=Gederah
"GDRWT/"	sp=nmpr:sm=topo:vc=G.\:D;ROWT:gl=Gederoth
"GDRJ/"		sp=adjv:ls=gntl:vc=G.\:D;RIJ:gl=Gederite
"GDRT/"		sp=subs:rt=GDR:vc=G.\:DERET:gl=wall
"GDRTJ/"	sp=adjv:ls=gntl:vc=G.\:D;R@TIJ:gl=Gederathite
"GDRTJM/"	sp=nmpr:sm=topo:vc=G.\:D;ROT@JIM:gl=Gederothaim
"GHH["		sp=verb:vc=G.@H@H:gl=heal
"GHH/"		sp=subs:vc=G.;H@H:gl=healing
"GHR["		sp=verb:gl=crouch
"GW/"		sp=subs:gn=m:rt=GWH:vc=G.;W:gl=back
"GW=/"		sp=subs:gn=m:rt=GWH:vc=G.AW:gl=back
"GW==/"		sp=subs:gn=m:rt=GWH:vc=G.;W:gl=community
"GWB/"		sp=subs:gn=m:vc=G.OWB:gl=<uncertain>
"GWB=/"		sp=nmpr:sm=topo:vc=G.OWB:gl=Gob
"GWG/"		sp=nmpr:sm=pers:gn=m:vc=G.OWG:gl=Gog
"GWD["		sp=verb:vc=G.W.D:gl=attack
"GWH/"		sp=subs:vc=G.;W@H:gl=pride
"GWH=/"		sp=subs:vc=G.;W@H:gl=<uncertain>
"GWZ["		sp=verb:vc=G.W.Z:gl=pass along
"GWZL/"		sp=subs:gn=m:vc=G.OWZ@L:gl=young of birds:kb=adjv
"GWZN/"		sp=nmpr:sm=topo:vc=G.OWZ@N:gl=Gozan
"GWJ/"		sp=subs:gn=m:rt=GWH:vc=G.OWJ:gl=people
"GWJH/"		sp=subs:vc=G.\:WIJ.@H:gl=body
"GWJM/"		sp=nmpr:sm=topo:vc=G.OWJIM:gl=Goyim
"GWLH/"		sp=subs:vc=G.OWL@H:gl=exile
"GWLN/"		sp=nmpr:sm=topo:vc=G.OWL@N:gl=Golan
"GWMY/"		sp=subs:gn=m:vc=G.W.M.@Y:gl=pit
"GWNJ/"		sp=adjv:ls=gntl:vc=G.W.NIJ:gl=Gunite
"GWNJ=/"	sp=nmpr:sm=pers:gn=m:vc=G.W.NIJ:gl=Guni
"GW<["		sp=verb:fc=2wj,3g:vc=G.@WA<:gl=expire
"GWP["		sp=verb:vc=G.W.P:gl=shut
"GWPH/"		sp=subs:vc=G.W.P@H:gl=corpse
"GWR["		sp=verb:vc=G.W.R:gl=dwell
"GWR/"		sp=subs:gn=m:vc=G.W.R:gl=whelp
"GWR=["		sp=verb:vc=G.W.R:gl=attack
"GWR=/"		sp=subs:gn=m:vc=G.OWR:gl=whelp
"GWR==["	sp=verb:vc=G.W.R:gl=be afraid
"GWR_B<L/"	sp=nmpr:sm=topo:vc=G.W.R_B.@<AL:gl=Gur Baal
"GWRL/"		sp=subs:gn=m:vc=G.OWR@L:gl=lot
"GWC/"		sp=subs:gn=m:vc=G.W.C:gl=crust
"GZ/"		sp=subs:gn=m:rt=GZZ:vc=G.;Z:gl=grass
"GZBR/"		sp=subs:gn=m:vc=G.IZ\:B.@R:gl=treasurer
"GZH["		sp=verb:vc=G.@Z@H:gl=<uncertain>
"GZH/"		sp=subs:vc=G.IZ.@H:gl=fleece
"GZWNJ/"	sp=adjv:ls=gntl:vc=G.IZOWNIJ:gl=Gizonite
"GZZ["		sp=verb:vc=G.@ZAZ:gl=shear
"GZZ/"		sp=nmpr:sm=pers:gn=m:vc=G.@Z;Z:gl=Gazez
"GZJT/"		sp=subs:gn=f:rt=GZH:vc=G.@ZIJT:gl=hewn stone
"GZL["		sp=verb:vc=G.@ZAL:gl=tear away
"GZL/"		sp=subs:fc=ae:gn=m:vc=G.@Z;L:gl=robbery
"GZL=/"		sp=subs:fc=seg:gn=m:vc=G.;ZEL:gl=robbing
"GZLH/"		sp=subs:vc=G.\:Z;L@H:gl=what is robbed
"GZM/"		sp=subs:gn=m:rt=GZM:vc=G.@Z@M:gl=locust
"GZM=/"		sp=nmpr:sm=pers:gn=m:vc=G.AZ.@M:gl=Gazzam
"GZ</"		sp=subs:fc=seg:gn=m:vc=G.EZA<:gl=stump
"GZR["		sp=verb:vc=G.@ZAR:gl=cut
"GZR/"		sp=subs:fc=seg:vc=G.EZER:gl=piece
"GZR=["		sp=verb:vc=G.@ZAR:gl=eat
"GZR=/"		sp=nmpr:fc=seg:sm=topo:vc=G.EZER:gl=Gezer
"GZRH/"		sp=subs:vc=G.\:Z;R@H:gl=dry land
"GZRH=/"	sp=subs:vc=G.IZ\:R@H:gl=room
"GZRJ/"		sp=adjv:ls=gntl:vc=G.IZ\:RIJ:gl=Girzite
"GXH["		sp=verb:vc=G.@X@H:gl=<uncertain>
"GXWN/"		sp=subs:gn=m:rt=GXN:vc=G.@XOWN:gl=belly
"GXL/"		sp=subs:vc=G.EX@L:gl=charcoals
"GXL=/"		sp=subs:vc=G.AXAL:gl=charcoals
"GXLT/"		sp=subs:fc=seg:vc=G.AXELET:gl=glow
"GXM/"		sp=nmpr:sm=pers:gn=m:vc=G.AXAM:gl=Gaham
"GXR/"		sp=nmpr:sm=pers:gn=m:vc=G.AXAR:gl=Gahar
"GJ>/"		sp=subs:fc=seg:vc=G.AJ\:>:gl=valley
"GJ>_MLX/"	sp=nmpr:sm=topo:vc=G.;J>_MELAX:gl=the Valley of Salt
"GJD/"		sp=subs:gn=m:vc=G.IJD:gl=sinew
"GJX["		sp=verb:vc=G.IJXA:gl=burst forth
"GJX/"		sp=nmpr:sm=topo:vc=G.IJXA:gl=Giah
"GJXWN/"	sp=nmpr:sm=topo:vc=G.IJXOWN:gl=Gihon
"GJXZJ/"	sp=nmpr:sm=pers:gn=m:vc=G.;JX\:AZIJ:gl=Gehazi
"GJL["		sp=verb:vc=G.IJL:gl=rejoice
"GJL/"		sp=subs:fc=inf:gn=m:vc=G.IJL:gl=rejoicing
"GJL=/"		sp=subs:gn=m:vc=G.IJL:gl=age
"GJLH/"		sp=subs:vc=G.IJL@H:gl=rejoicing
"GJLNJ/"	sp=adjv:ls=gntl:vc=G.IJLONIJ:gl=Gilonite
"GJNT/"		sp=nmpr:sm=pers:gn=m:vc=G.IJNAT:gl=Ginath
"GJCN/"		sp=nmpr:sm=pers:gn=m:vc=G.;JC@N:gl=Geshan
"GL/"		sp=subs:gn=m:rt=GLL:vc=G.AL:gl=wave, heap
"GL==/"		sp=subs:gn=m:rt=GLL:vc=G.;L:gl=dung-cake
"GLB/"		sp=subs:vc=G.AL.@B:gl=barber
"GLB</"		sp=nmpr:sm=topo:vc=G.IL\:B.O<A:gl=Gilboa
"GLGL/"		sp=subs:gn=m:vc=G.AL\:G.AL:gl=wheel
"GLGL=/"	sp=subs:gn=m:vc=G.IL\:G.@L:gl=wheel
"GLGL==/"	sp=subs:gn=m:vc=G.AL\:G.AL:gl=wheel
"GLGL===/"	sp=nmpr:sm=topo:vc=G.IL\:G.@L:gl=Gilgal
"GLGLT/"	sp=subs:fc=seg:vc=G.UL\:G.OLET:gl=skull
"GLD/"		sp=subs:fc=seg:gn=m:vc=G.;LED:gl=skin
"GLH["		sp=verb:vc=G.@L@H:gl=uncover
"GLH/"		sp=subs:gn=f:rt=GLL:vc=G.UL.@H:gl=basin
"GLH=/"		sp=nmpr:sm=topo:vc=G.ILOH:gl=Giloh
"GLWLJM/"	sp=subs:vc=G.IL.W.LIJM:gl=idols
"GLWM/"		sp=subs:rt=GLM:vc=G.\:LOWM:gl=garment
"GLWT/"		sp=subs:gn=f:rt=GLH:vc=G.@LW.T:gl=exile
"GLX["		sp=verb:vc=G.@LAX:gl=shave
"GLJWN/"	sp=subs:gn=m:rt=GLH:vc=G.IL.@JOWN:gl=tablet
"GLJL/"		sp=subs:gn=m:rt=GLL:vc=G.@LIJL:gl=pivot
"GLJL=/"	sp=nmpr:sm=topo:rt=GLL:vc=G.@LIJL:gl=Galilee
"GLJLH/"	sp=subs:vc=G.\:LIJL@H:gl=region
"GLJLWT/"	sp=nmpr:sm=topo:vc=G.\:LIJLOWT:gl=Geliloth
"GLJM/"		sp=nmpr:sm=topo:vc=G.AL.IJM:gl=Gallim
"GLJT/"		sp=nmpr:sm=pers:gn=m:vc=G.@L\:J@T:gl=Goliath
"GLL["		sp=verb:vc=G.@LAL:gl=roll
"GLL/"		sp=subs:gn=m:rt=GLL:vc=G.@L@L:gl=matter
"GLL=/"		sp=subs:gn=m:rt=GLL:vc=G.@L@L:gl=dung
"GLL==/"	sp=nmpr:sm=pers:gn=m:vc=G.@L@L:gl=Galal
"GLLJ/"		sp=nmpr:sm=pers:gn=m:vc=G.IL\:ALAJ:gl=Gilalai
"GLM["		sp=verb:vc=G.@LAM:gl=wrap
"GLM/"		sp=subs:fc=seg:gn=m:vc=G.OLEM:gl=embryo
"GLMWD/"	sp=adjv:rt=GLMD:vc=G.AL\:MW.D:gl=barren
"GL<["		sp=verb:fc=3g:gl=burst out
"GL<D/"		sp=nmpr:sm=topo:vc=G.IL\:<@D:gl=Gilead
"GL<D=/"	sp=nmpr:sm=topo:vc=G.AL\:<;D:gl=Galeed
"GL<DJ/"	sp=adjv:ls=gntl:vc=G.IL\:<@DIJ:gl=Gileadite
"GLC["		sp=verb:gl=go down
"GM"		sp=advb:ls=focp:rt=GMM:vc=G.AM:gl=even
"GM>["		sp=verb:vc=G.@M@>:gl=swallow
"GM>/"		sp=subs:fc=seg:gn=m:vc=G.OME>:gl=papyrus
"GMD/"		sp=subs:fc=seg:gn=m:vc=G.OMED:gl=cubit
"GMDJM/"	sp=nmpr:sm=gens:vc=G.AM.@DIJM:gl=Gammad
"GMWL/"		sp=subs:gn=m:vc=G.\:MW.L:gl=deed
"GMWL=/"	sp=nmpr:sm=pers:gn=m:vc=G.@MW.L:gl=Gamul
"GMWLH/"	sp=subs:vc=G.\:MW.L@H:gl=recompense
"GMZW/"		sp=nmpr:sm=topo:vc=G.IM\:ZOW:gl=Gimzo
"GML["		sp=verb:vc=G.@MAL:gl=deal fully
"GML/"		sp=subs:vc=G.@M@L:gl=camel
"GMLJ/"		sp=nmpr:sm=pers:gn=m:vc=G.\:MAL.IJ:gl=Gemalli
"GMLJ>L/"	sp=nmpr:sm=pers:gn=m:vc=G.AM\:LIJ>;L:gl=Gamaliel
"GMR["		sp=verb:vc=G.@MAR:gl=end
"GMR/"		sp=nmpr:fc=seg:sm=pers:gn=m:vc=G.OMER:gl=Gomer
"GMR=/"		sp=nmpr:fc=seg:sm=pers:gn=f:vc=G.OMER:gl=Gomer
"GMRJH/"	sp=nmpr:sm=pers:gn=m:vc=G.\:MAR\:J@H:gl=Gemariah
"GMRJHW/"	sp=nmpr:sm=pers:gn=m:vc=G.\:MAR\:J@HW.:gl=Gemariah
"GN/"		sp=subs:rt=GNN:vc=G.AN:gl=garden
"GNB["		sp=verb:vc=G.@NAB:gl=steal
"GNB/"		sp=subs:gn=m:vc=G.AN.@B:gl=thief
"GNBH/"		sp=subs:vc=G.\:N;B@H:gl=what is stolen
"GNBT/"		sp=nmpr:sm=pers:gn=m:vc=G.\:NUBAT:gl=Genubath
"GNH/"		sp=subs:vc=G.AN.@H:gl=garden
"GNZ/"		sp=subs:rt=GNZ:vc=G.ENEZ:gl=treasury
"GNZK/"		sp=subs:rt=GNZ:vc=G.AN\:ZAK\::gl=treasury
"GNN["		sp=verb:vc=G.@NAN:gl=enclose
"GNTWJ/"	sp=nmpr:sm=pers:gn=m:vc=G.IN.\:TOWJ:gl=Ginnethoi
"GNTWN/"	sp=nmpr:sm=pers:gn=m:vc=G.IN.\:TOWN:gl=Ginnethon
"G<H["		sp=verb:vc=G.@<@H:gl=low
"G<H/"		sp=nmpr:sm=topo:vc=G.O<@H:gl=Goah
"G<L["		sp=verb:vc=G.@<AL:gl=abhor
"G<L/"		sp=subs:gn=m:vc=G.O<AL:gl=loathing
"G<L=/"		sp=nmpr:sm=pers:gn=m:vc=G.A<AL:gl=Gaal
"G<R["		sp=verb:fc=2g:vc=G.@<AR:gl=rebuke
"G<RH/"		sp=subs:vc=G.\:<@R@H:gl=rebuke
"G<C["		sp=verb:vc=G.@<AC:gl=shake
"G<C/"		sp=nmpr:sm=topo:vc=G.A<AC:gl=Gaash
"G<TM/"		sp=nmpr:sm=pers:gn=m:vc=G.A<\:T.@M:gl=Gatam
"GP/"		sp=subs:gn=m:rt=GPP:vc=G.AP:gl=body
"GP=/"		sp=subs:rt=GPP:vc=G.AP:gl=back?
"GPN/"		sp=subs:fc=seg:vc=G.EPEN:gl=vine
"GPR/"		sp=subs:fc=seg:gn=m:vc=G.OPER:gl=gopher
"GPRJT/"	sp=subs:gn=f:rt=<uncertain>:vc=G.@P\:RIJT:gl=sulphur
"GR/"		sp=subs:gn=m:rt=GWR:vc=G.;R:gl=sojourner
"GR=/"		sp=subs:gn=m:rt=GJR:vc=G.IR:gl=chalk
"GR>/"		sp=nmpr:sm=pers:gn=m:vc=G.;R@>:gl=Gera
"GRB/"		sp=subs:gn=m:vc=G.@R@B:gl=mange
"GRB=/"		sp=nmpr:fc=ae:sm=pers:gn=m:vc=G.@R;B:gl=Gareb
"GRGR/"		sp=subs:vc=G.AR\:G.AR:gl=olive
"GRGRT/"	sp=subs:vc=G.AR\:G.\:ROT:gl=throat
"GRGCJ/"	sp=adjv:ls=gntl:vc=G.IR\:G.@CIJ:gl=Girgashite
"GRD["		sp=verb:gl=scrap
"GRH["		sp=verb:vc=G.@R@H:gl=stir
"GRH/"		sp=subs:vc=G.;R@H:gl=gera:co=unit
"GRH=/"		sp=subs:vc=G.;R@H:gl=cud
"GRWN/"		sp=subs:gn=m:rt=GRH:vc=G.@ROWN:gl=throat
"GRWT/"		sp=subs:gn=f:rt=GWR:vc=G.;RW.T:gl=lodging-place
"GRZ["		sp=verb:gl=exterminate
"GRZJM/"	sp=nmpr:sm=topo:vc=G.\:RIZIJM:gl=Gerizim
"GRZN/"		sp=subs:gn=m:vc=G.AR\:ZEN:gl=axe
"GRM["		sp=verb:gl=gnaw
"GRM/"		sp=subs:fc=seg:gn=m:vc=G.EREM:gl=bone
"GRMJ/"		sp=adjv:ls=gntl:vc=G.AR\:MIJ:gl=Garmite
"GRN/"		sp=subs:fc=seg:gn=f:vc=G.OREN:gl=threshing-floor
"GRS["		sp=verb:gl=be crushed
"GR<["		sp=verb:vc=G.@RA<:gl=clip
"GRP["		sp=verb:gl=wash away
"GRR["		sp=verb:vc=G.@RAR:gl=drag away
"GRR/"		sp=nmpr:sm=topo:vc=G.\:R@R:gl=Gerar
"GRF/"		sp=subs:fc=seg:gn=m:vc=G.EREF:gl=groats
"GRC["		sp=verb:vc=G.@RAC:gl=drive out
"GRC/"		sp=subs:fc=seg:gn=m:vc=G.EREC:gl=produce
"GRCH/"		sp=subs:vc=G.\:RUC@H:gl=expropriation
"GRCWN/"	sp=nmpr:sm=pers:gn=m:vc=G.;R\:COWN:gl=Gershon
"GRCM/"		sp=nmpr:sm=pers:gn=m:rt=GRC:vc=G.;R\:COM:gl=Gershom
"GRCNJ/"	sp=adjv:ls=gntl:vc=G.;R\:CUN.IJ:gl=Gershonite
"GCWR/"		sp=nmpr:sm=topo:vc=G.\:CW.R:gl=Geshur
"GCWRJ/"	sp=adjv:ls=gntl:vc=G.\:CW.RIJ:gl=Geshurite
"GCM["		sp=verb:gl=rain
"GCM/"		sp=subs:gn=m:rt=GCM:vc=G.ECEM:gl=rain
"GCM=/"		sp=nmpr:fc=seg:sm=pers:gn=m:vc=G.ECEM:gl=Geshem
"GCM==/"	sp=subs:gn=m:rt=GCM:vc=G.OCEM:gl=<uncertain>
"GCMW/"		sp=nmpr:sm=pers:gn=m:vc=G.AC\:MW.:gl=Geshem
"GCN/"		sp=nmpr:fc=seg:sm=topo:vc=G.OCEN:gl=Goshen
"GCP>/"		sp=nmpr:sm=pers:gn=m:vc=G.IC\:P.@>:gl=Gishpa
"GCC["		sp=verb:vc=G.@CAC:gl=grope
"GT/"		sp=subs:gn=f:rt=JGN:vc=G.AT:gl=wine-press
"GT=/"		sp=nmpr:sm=topo:rt=JGN:vc=G.AT:gl=Gath
"GT_HXPR/"	sp=nmpr:sm=topo:vc=G.AT_HAX;PER:gl=Gath Hepher
"GT_RMWN/"	sp=nmpr:sm=topo:vc=G.AT_RIM.OWN:gl=Gath Rimmon
"GTJ/"		sp=adjv:ls=gntl:rt=JGN:vc=G.IT.IJ:gl=Gittite
"GTJM/"		sp=nmpr:sm=topo:rt=JGN:vc=G.IT.AJIM:gl=Gittaim
"GTJT/"		sp=subs:gn=f:rt=JGN:vc=G.IT.IJT:gl=<uncertain>
"GTR/"		sp=nmpr:fc=seg:sm=pers:gn=m:vc=G.ETER:gl=Gether
"D>B["		sp=verb:fc=2>:gl=languish
"D>BH/"		sp=subs:vc=D.\:>@B@H:gl=despair
"D>BWN/"	sp=subs:gn=m:vc=D.\:>@BOWN:gl=despair
"D>G["		sp=verb:fc=2>:vc=D.@>AG:gl=be afraid
"D>G/"		sp=nmpr:sm=pers:gn=m:vc=D.O>;G:gl=Doeg
"D>GH/"		sp=subs:vc=D.\:>@G@H:gl=care
"D>H["		sp=verb:vc=D.@>@H:gl=pounce
"D>H/"		sp=subs:vc=D.@>@H:gl=red bird
"D>R/"		sp=nmpr:sm=topo:vc=D.O>R:gl=Dor
"DB/"		sp=subs:vc=D.OB:gl=bear
"DB>/"		sp=subs:fc=seg:gn=m:vc=D.OBE>:gl=walk
"DBB["		sp=verb:vc=D.@BAB:gl=flow
"DBH/"		sp=subs:vc=D.IB.@H:gl=evil report
"DBWRH/"	sp=subs:gn=f:vc=D.\:BOWR@H:gl=bee
"DBWRH=/"	sp=nmpr:sm=pers:gn=f:vc=D.\:BOWR@H:gl=Deborah
"DBJWNJM/"	sp=subs:vc=D.IB\:JOWNIJM:gl=excretion
"DBJR/"		sp=subs:gn=m:vc=D.\:BIJR:gl=backroom
"DBJR=/"	sp=nmpr:sm=pers:gn=m:vc=D.\:BIJR:gl=Debir
"DBLH/"		sp=subs:gn=f:rt=DBL:vc=D.\:B;L@H:gl=fig cake
"DBLH=/"	sp=nmpr:sm=topo:vc=D.IB\:L@H:gl=Riblah
"DBLJM/"	sp=nmpr:sm=pers:vc=D.IB\:L@JIM:gl=Diblaim
"DBLT/"		sp=subs:rt=DBL:vc=D.\:BELET:gl=fig cake
"DBQ["		sp=verb:vc=D.@BAQ:gl=cling, cleave to
"DBQ/"		sp=subs:fc=seg:gn=m:vc=D.EBEQ:gl=glue
"DBQ=/"		sp=adjv:rt=DBQ:vc=D.@B;Q:gl=clinging, cleaving to
"DBR["		sp=verb:ls=quot:vc=D.@BAR:gl=speak
"DBR/"		sp=subs:gn=m:vc=D.@B@R:gl=word
"DBR=["		sp=verb:gl=push back
"DBR=/"		sp=subs:fc=seg:gn=m:vc=D.EBER:gl=pest
"DBR==/"	sp=subs:fc=seg:gn=m:vc=D.OBER:gl=pasture
"DBR===/"	sp=subs:fc=seg:gn=m:vc=D.EBER:gl=sting
"DBR=====/"	sp=nmpr:sm=topo:vc=D.\:BIR:gl=Debir
"DBRH/"		sp=subs:vc=D.IB\:R@H:gl=cause
"DBRWT/"	sp=subs:vc=D.OB\:ROWT:gl=raft
"DBRJ/"		sp=nmpr:sm=pers:gn=m:vc=D.IB\:RIJ:gl=Dibri
"DBRT/"		sp=subs:fc=seg:vc=D.AB.ERET:gl=word
"DBRT=/"	sp=nmpr:sm=topo:vc=D.@B\:RAT:gl=Daberath
"DBC/"		sp=subs:gn=m:vc=D.\:BAC:gl=honey
"DBCT/"		sp=subs:fc=seg:vc=D.AB.ECET:gl=hump
"DBCT=/"	sp=nmpr:fc=seg:sm=topo:vc=D.AB.ECET:gl=Dabbesheth
"DG/"		sp=subs:gn=m:rt=DGH:vc=D.@G:gl=fish
"DGH["		sp=verb:vc=D.@G@H:gl=multiply
"DGH/"		sp=subs:vc=D.@G@H:gl=fish
"DGWN/"		sp=nmpr:sm=pers:gn=m:vc=D.@GOWN:gl=Dagon
"DGL["		sp=verb:vc=D.@GAL:gl=lift banner
"DGL/"		sp=subs:fc=seg:gn=m:vc=D.EGEL:gl=banner
"DGN/"		sp=subs:gn=m:rt=DGN:vc=D.@G@N:gl=corn
"DGR["		sp=verb:vc=D.@GAR:gl=<uncertain>
"DD/"		sp=subs:gn=m:rt=DD:vc=D.AD:gl=breast
"DDH["		sp=verb:vc=D.@D@H:gl=<uncertain>
"DDWHW/"	sp=nmpr:sm=pers:gn=m:vc=D.OD@W@HW.:gl=Dodavahu
"DDN/"		sp=nmpr:sm=topo:vc=D.\:D@N:gl=Dedan
"DDNJ/"		sp=adjv:ls=gntl:vc=D.\:D@NIJ:gl=Dedanites
"DDNJ=/"	sp=adjv:ls=gntl:rt=<uncertain>:vc=D.OD@NIJ:gl=Dodanite
"DHM["		sp=verb:vc=D.@HAM:gl=surprise
"DHR["		sp=verb:vc=D.@HAR:gl=dash
"DHRH/"		sp=subs:rt=DHR:vc=D.AH\:AR@H:gl=dashing
"DWB["		sp=verb:vc=D.W.B:gl=pine away
"DWG/"		sp=subs:vc=D.AW.@G:gl=fisher
"DWGH/"		sp=subs:vc=D.W.G@H:gl=fishery
"DWD/"		sp=subs:gn=m:vc=D.OWD:gl=beloved one
"DWD=/"		sp=subs:gn=m:vc=D.W.D:gl=cooking pot
"DWD==/"	sp=nmpr:sm=pers:gn=m:vc=D.@WID:gl=David
"DWDH/"		sp=subs:vc=D.OWD@H:gl=father's sister
"DWDW/"		sp=nmpr:sm=pers:gn=m:vc=D.OWDOW:gl=Dodo
"DWDJ/"		sp=nmpr:sm=pers:gn=m:vc=D.OWDAJ:gl=Dodai
"DWDJ=/"	sp=subs:rt=DWD:vc=D.W.DAJ:gl=mandrake
"DWH["		sp=verb:vc=D.@W@H:gl=menstruate
"DWH/"		sp=adjv:rt=DWH:vc=D.@WEH:gl=unwell
"DWX["		sp=verb:vc=D.W.X:gl=rinse
"DWJ/"		sp=subs:gn=m:vc=D.\:WAJ:gl=illness
"DWJ=/"		sp=adjv:vc=D.AW.@J:gl=ill
"DWK["		sp=verb:vc=D.W.K\::gl=pound
"DWKJPT/"	sp=subs:gn=f:rt=<none>:vc=D.W.KIJPAT:gl=hoopoe
"DWMH/"		sp=subs:vc=D.W.M@H:gl=silence
"DWMH=/"	sp=nmpr:sm=topo:vc=D.W.M@H:gl=Dumah
"DWMJH/"	sp=subs:vc=D.W.MIJ.@H:gl=silence
"DWMM"		sp=advb:vc=D.W.M@M:gl=silently
"DWMFQ/"	sp=nmpr:sm=topo:vc=D.W.M.EFEQ:gl=Damascus
"DWN["		sp=verb:vc=D.OWN:gl=<uncertain>
"DWNG/"		sp=subs:gn=m:vc=D.OWNAG:gl=wax
"DWY["		sp=verb:vc=D.W.Y:gl=leap
"DWR["		sp=verb:fc=2wj:vc=D.W.R:gl=circulate
"DWR/"		sp=subs:gn=m:vc=D.OWR:gl=generation
"DWR=/"		sp=subs:gn=m:vc=D.W.R:gl=circle
"DWR==/"	sp=subs:gn=m:vc=D.OWR:gl=tent camp
"DWR===/"	sp=nmpr:sm=topo:vc=D.OWR:gl=Dor
"DWC["		sp=verb:fc=2wj:vc=D.W.C:gl=tread on
"DXH["		sp=verb:vc=D.@X@H:gl=push
"DXX["		sp=verb:vc=D.@XAX:gl=thrust
"DXJ/"		sp=subs:fc=seg:gn=m:vc=D.\:XIJ:gl=stumbling
"DXN/"		sp=subs:gn=m:vc=D.OXAN:gl=millet
"DXP["		sp=verb:fc=2g:gl=hurry
"DXQ["		sp=verb:fc=2g:gl=urge
"DJ/"		sp=subs:gn=m:rt=DJ:vc=D.AJ:gl=sufficiency
"DJ_ZHB/"	sp=nmpr:sm=topo:vc=D.IJ_Z@H@B:gl=Dizahab
"DJBN/"		sp=nmpr:sm=topo:vc=D.IJBON:gl=Dibon
"DJG["		sp=verb:vc=D.IJG:gl=fish
"DJG/"		sp=subs:vc=D.AJ.@G:gl=fisher
"DJH/"		sp=subs:vc=D.AJ.@H:gl=<uncertain>
"DJW/"		sp=subs:gn=m:vc=D.\:JOW:gl=ink
"DJMWN/"	sp=nmpr:sm=topo:vc=D.IJMOWN:gl=Dimon
"DJMWNH/"	sp=nmpr:sm=topo:rt=DJM:vc=D.IJMOWN@H:gl=Dimonah
"DJN["		sp=verb:vc=D.IJN:gl=judge
"DJN/"		sp=subs:gn=m:vc=D.IJN:gl=claim
"DJN=/"		sp=subs:gn=m:vc=D.AJ.@N:gl=judge
"DJNH/"		sp=nmpr:sm=pers:gn=f:vc=D.IJN@H:gl=Dinah
"DJPT/"		sp=nmpr:sm=pers:gn=m:vc=D.IJPAT:gl=Riphath
"DJQ/"		sp=subs:fc=ae:gn=m:vc=D.@J;Q:gl=bulwark
"DJC/"		sp=subs:gn=m:vc=D.AJIC:gl=threshing
"DJCWN/"	sp=subs:gn=m:rt=DWC:vc=D.IJCOWN:gl=<uncertain>
"DJCWN=/"	sp=nmpr:sm=pers:gn=m:vc=D.IJCOWN:gl=Dishon
"DJCN/"		sp=nmpr:sm=pers:gn=m:vc=D.IJC@N:gl=Dishan
"DK/"		sp=adjv:rt=DKK:vc=D.AK\::gl=oppressed
"DK>["		sp=verb:vc=D.@K@>:gl=oppress
"DK>/"		sp=adjv:rt=DK>:vc=D.AK.@>:gl=crushed
"DKH["		sp=verb:vc=D.@K@H:gl=crush
"DKH/"		sp=subs:gn=m:rt=DKK:vc=D.AK.@H:gl=crushing
"DKJ/"		sp=subs:gn=m:rt=DKH:vc=D.\:@KIJ:gl=dashing
"DL/"		sp=adjv:rt=DLL:vc=D.AL:gl=poor
"DL=/"		sp=subs:gn=m:rt=DLH:vc=D.AL:gl=door
"DLG["		sp=verb:vc=D.@LAG:gl=ascend
"DLH["		sp=verb:vc=D.@L@H:gl=draw water
"DLH/"		sp=subs:rt=DLL:vc=D.AL.@H:gl=thread
"DLH=/"		sp=subs:rt=DLL:vc=D.AL.@H:gl=poor
"DLX["		sp=verb:fc=3g:gl=make turbid
